ID	DOCULECT	CONCEPT	IPA	COGID	SOURCE_COGNATE_CLASS	NOTE	PARTIAL	PARTIALIDS	CONCEPTICON_ID	TOKENS	CLPA	GLOTTOLOG
29612	Changsha	dirty	la²⁴tʰa⁰	128	邋遢		邋遢	1125 1126	1230	l a ²⁴ tʰ a ⁰	c548 v130 t008 c136 v130 t023	xian1251
29613	Nanchang	dirty	ŋa⁴²tsa⁴²	129	!		KL	1127 1128	1230	ŋ a ⁴² ts a ⁴²	c795 v130 t027 c015 v130 t027	gan1239
29614	Meixian	dirty	ɛu⁴²nɛu⁴²	130	!		GH	1129 1130	1230	ɛ u ⁴² n ɛ u ⁴²	v229 v027 t027 c105 v229 v027 t027	hak1236
29615	Meixian	dirty	ɔ⁴⁴tsɔ⁴⁴	132	!	[2]	IJ	1131 1132	1230	ɔ ⁴⁴ ts ɔ ⁴⁴	v067 t030 c015 v067 t030	hak1236
29616	Guangzhou	dirty	wu⁵³tʃou⁵³	126	汚糟		汚糟	1122 1123	1230	w u ⁵³ tʃ o u ⁵³	c457 v027 t037 c645 v042 v027 t037	yuec1235
29617	Guangzhou	dirty	la²³tʃa³⁵	133	!	[2]	EF	1133 1134	1230	l a ²³ tʃ a ³⁵	c548 v130 t003 c645 v130 t017	yuec1235
29618	Yangjiang	dirty	ʃɐt²⁴jɐn²¹	134	失 引	[*]	失引	1135 1136	1230	ʃ ɐ t ²⁴ j ɐ n ²¹	c677 v119 c118 t008 c564 v119 c105 t004	yuec1235
29619	Yangjiang	dirty	wu³³tʃou³³	126	汚糟	[2]	汚糟	1122 1123	1230	w u ³³ tʃ o u ³³	c457 v027 t013 c645 v042 v027 t013	yuec1235
29620	Xiamen	dirty	lau²⁴₃₃siɔŋ²⁴	135	流 淞	[*]	流淞	1137 1138	1230	l a u ²⁴ s i ɔ ŋ ²⁴	c548 v130 v027 t008 c087 v191 v067 c795 t008	minn1241
29621	Xiamen	dirty	lap³²₅sap³²	136	垃圾	[2]	垃圾	1139 1140	1230	l a p ³² s a p ³²	c548 v130 c288 t011 c087 v130 c288 t011	minn1241
29622	Xiamen	dirty	am⁵⁵₃₃tsam⁵⁵	138	腌臜	[3]	腌臜	1141 1142	1230	a m ⁵⁵ ts a m ⁵⁵	v130 c239 t041 c015 v130 c239 t041	minn1241
29623	Chaozhou	dirty	laʔ²¹₃sap²¹	136	垃圾		垃圾	1139 1140	1230	l a ʔ ²¹ s a p ²¹	c548 v130 c405 t004 c087 v130 c288 t004	min1241
29624	Chaozhou	dirty	tsʰi³³₂₃i⁵⁵	139	!	[2]	AB	1143 1144	1230	tsʰ i ³³ i ⁵⁵	c013 v191 t013 v191 t041	min1241
29625	Fuzhou	dirty	na⁴⁴zia⁴⁴	140	!		CD	1145 1146	1230	n a ⁴⁴ z i a ⁴⁴	c105 v130 t030 c078 v191 v130 t030	mind1253
29626	Fuzhou	dirty	ei²⁴²	141	穢	[2]	穢	1147	1230	e i ²⁴²	v200 v191 t009	mind1253
29480	Beijing	dry	kan⁵⁵	96	幹		幹	1096	1398	k a n ⁵⁵	c831 v130 c105 t041	mand1415
29481	Jinan	dry	kæ̃²¹³	96	幹		幹	1096	1398	k æ̃ ∼ ²¹³	c831 v197 m002 t006	mand1415
29482	Shenyang	dry	kan³³	96	幹		幹	1096	1398	k a n ³³	c831 v130 c105 t013	mand1415
29483	Xian	dry	kæ̃²¹	96	幹		幹	1096	1398	k æ̃ ∼ ²¹	c831 v197 m002 t004	mand1415
29484	Chengdu	dry	kan⁴⁴	96	幹		幹	1096	1398	k a n ⁴⁴	c831 v130 c105 t030	mand1415
29485	Kunming	dry	kã⁴⁴	96	幹		幹	1096	1398	k ã ∼ ⁴⁴	c831 v147 m002 t030	mand1415
29486	Hefei	dry	kæ̃²¹²	96	幹		幹	1096	1398	k æ̃ ∼ ²¹²	c831 v197 m002 t005	mand1415
29487	Yangzhou	dry	kɛ̃³¹	96	幹		幹	1096	1398	k ɛ̃ ∼ ³¹	c831 v231 m002 t014	mand1415
29488	Suzhou	dry	kø⁴⁴	96	幹		幹	1096	1398	k ø ⁴⁴	c831 v171 t030	wuch1236
29489	Wenzhou	dry	ky⁴⁴	96	幹		幹	1096	1398	k y ⁴⁴	c831 v166 t030	wuch1236
29490	Changsha	dry	kan³³	96	幹		幹	1096	1398	k a n ³³	c831 v130 c105 t013	xian1251
29491	Nanchang	dry	kɔn⁴²	96	幹		幹	1096	1398	k ɔ n ⁴²	c831 v067 c105 t027	gan1239
29492	Meixian	dry	kɔn⁴⁴	96	幹		幹	1096	1398	k ɔ n ⁴⁴	c831 v067 c105 t030	hak1236
29493	Guangzhou	dry	kɔn⁵³	96	幹		幹	1096	1398	k ɔ n ⁵³	c831 v067 c105 t037	yuec1235
29494	Yangjiang	dry	tʃau³³	97	!		B	1097	1398	tʃ a u ³³	c645 v130 v027 t013	yuec1235
29495	Xiamen	dry	ta⁵⁵	98	! □		A	1098	1398	t a ⁵⁵	c118 v130 t041	minn1241
29496	Xiamen	dry	kan⁵⁵	96	幹	[2]	幹	1096	1398	k a n ⁵⁵	c831 v130 c105 t041	minn1241
29497	Chaozhou	dry	ta³³	98	!		A	1098	1398	t a ³³	c118 v130 t013	min1241
29498	Fuzhou	dry	ta⁴⁴	98	! □		A	1098	1398	t a ⁴⁴	c118 v130 t030	mind1253
29499	Fuzhou	dry	kaŋ⁴⁴	96	幹	[2]	幹	1096	1398	k a ŋ ⁴⁴	c831 v130 c795 t030	mind1253
29645	Beijing	early	tsau²¹⁴	144	早		早	1150	672	ts a u ²¹⁴	c015 v130 v027 t007	mand1415
29646	Jinan	early	tsɔ⁵⁵	144	早		早	1150	672	ts ɔ ⁵⁵	c015 v067 t041	mand1415
29647	Shenyang	early	tsau²¹³	144	早		早	1150	672	ts a u ²¹³	c015 v130 v027 t006	mand1415
29648	Xian	early	tsɑu⁵³	144	早		早	1150	672	ts ɑ u ⁵³	c015 v089 v027 t037	mand1415
29649	Chengdu	early	tsau⁵³	144	早		早	1150	672	ts a u ⁵³	c015 v130 v027 t037	mand1415
29650	Kunming	early	tsau⁵³	144	早		早	1150	672	ts a u ⁵³	c015 v130 v027 t037	mand1415
29651	Hefei	early	tsɔ²⁴	144	早		早	1150	672	ts ɔ ²⁴	c015 v067 t008	mand1415
29652	Yangzhou	early	tsɔ⁴²	144	早		早	1150	672	ts ɔ ⁴²	c015 v067 t027	mand1415
29653	Suzhou	early	tsæ⁴¹	144	早		早	1150	672	ts æ ⁴¹	c015 v198 t029	wuch1236
29654	Wenzhou	early	tsɜ⁴⁵	144	早		早	1150	672	ts ɜ ⁴⁵	c015 v149 t033	wuch1236
29655	Changsha	early	tsau⁴¹	144	早		早	1150	672	ts a u ⁴¹	c015 v130 v027 t029	xian1251
29656	Nanchang	early	tsau²¹³	144	早		早	1150	672	ts a u ²¹³	c015 v130 v027 t006	gan1239
29657	Meixian	early	tsau³¹	144	早		早	1150	672	ts a u ³¹	c015 v130 v027 t014	hak1236
29658	Guangzhou	early	tʃou³⁵	144	早		早	1150	672	tʃ o u ³⁵	c645 v042 v027 t017	yuec1235
29659	Yangjiang	early	tʃou²¹	144	早		早	1150	672	tʃ o u ²¹	c645 v042 v027 t004	yuec1235
29660	Xiamen	early	tsa⁵¹	144	早		早	1150	672	ts a ⁵¹	c015 v130 t038	minn1241
29661	Chaozhou	early	tsa⁵³	144	早		早	1150	672	ts a ⁵³	c015 v130 t037	min1241
29662	Fuzhou	early	tsa³¹	144	早		早	1150	672	ts a ³¹	c015 v130 t014	mind1253
29328	Beijing	full	man²¹⁴	78	滿		滿	1079	1429	m a n ²¹⁴	c239 v130 c105 t007	mand1415
29329	Jinan	full	mæ̃⁵⁵	78	滿		滿	1079	1429	m æ̃ ∼ ⁵⁵	c239 v197 m002 t041	mand1415
29330	Shenyang	full	man²¹³	78	滿		滿	1079	1429	m a n ²¹³	c239 v130 c105 t006	mand1415
29331	Xian	full	mæ̃⁵³	78	滿		滿	1079	1429	m æ̃ ∼ ⁵³	c239 v197 m002 t037	mand1415
29332	Chengdu	full	man⁵³	78	滿		滿	1079	1429	m a n ⁵³	c239 v130 c105 t037	mand1415
29333	Kunming	full	mã⁵³	78	滿		滿	1079	1429	m ã ∼ ⁵³	c239 v147 m002 t037	mand1415
29334	Hefei	full	mʊ̃²⁴	78	滿		滿	1079	1429	m ʊ̃ ∼ ²⁴	c239 v057 m002 t008	mand1415
29335	Yangzhou	full	mõ⁴²	78	滿		滿	1079	1429	m õ ∼ ⁴²	c239 v038 m002 t027	mand1415
29336	Suzhou	full	mø³¹	78	滿		滿	1079	1429	m ø ³¹	c239 v171 t014	wuch1236
29337	Wenzhou	full	mø²⁴	78	滿		滿	1079	1429	m ø ²⁴	c239 v171 t008	wuch1236
29338	Changsha	full	mõ⁴¹	78	滿		滿	1079	1429	m õ ∼ ⁴¹	c239 v038 m002 t029	xian1251
29339	Nanchang	full	mɔn²¹³	78	滿		滿	1079	1429	m ɔ n ²¹³	c239 v067 c105 t006	gan1239
29340	Meixian	full	man⁴⁴	78	滿		滿	1079	1429	m a n ⁴⁴	c239 v130 c105 t030	hak1236
29341	Guangzhou	full	mun²³	78	滿		滿	1079	1429	m u n ²³	c239 v027 c105 t003	yuec1235
29342	Yangjiang	full	mei²⁴	79	瀰		瀰	1080	1429	m e i ²⁴	c239 v200 v191 t008	yuec1235
29343	Xiamen	full	mũã⁵¹	78	滿		滿	1079	1429	m ũ ã ∼ ⁵¹	c239 v025 v147 m002 t038	minn1241
29344	Chaozhou	full	mũã⁵³	78	滿		滿	1079	1429	m ũ ã ∼ ⁵³	c239 v025 v147 m002 t037	min1241
29345	Chaozhou	full	tĩ³⁵	80	! □	[2]	A	1081	1429	t ĩ ∼ ³⁵	c118 v193 m002 t017	min1241
29346	Fuzhou	full	paʔ⁴	81	!		B	1082	1429	p a ʔ ⁴	c288 v130 c405 t026	mind1253
29683	Beijing	good	xau²¹⁴	148	好		好	1154	1035	x a u ²¹⁴	c772 v130 v027 t007	mand1415
29684	Jinan	good	xɔ⁵⁵	148	好		好	1154	1035	x ɔ ⁵⁵	c772 v067 t041	mand1415
29685	Jinan	good	tɕʰiaŋ⁴²	149	強	[2]	強	1155	1035	tɕʰ i a ŋ ⁴²	c197 v191 v130 c795 t027	mand1415
29686	Shenyang	good	xau²¹³	148	好		好	1154	1035	x a u ²¹³	c772 v130 v027 t006	mand1415
29687	Xian	good	xɑn⁵³	148	好		好	1154	1035	x ɑ n ⁵³	c772 v089 c105 t037	mand1415
29688	Xian	good	liɑu²⁴	150	嫽	[2]	嫽	1156	1035	l i ɑ u ²⁴	c548 v191 v089 v027 t008	mand1415
29689	Chengdu	good	xau⁵³	148	好		好	1154	1035	x a u ⁵³	c772 v130 v027 t037	mand1415
29690	Kunming	good	xau⁵³	148	好		好	1154	1035	x a u ⁵³	c772 v130 v027 t037	mand1415
29691	Hefei	good	xɔ²⁴	148	好		好	1154	1035	x ɔ ²⁴	c772 v067 t008	mand1415
29692	Yangzhou	good	xɔ⁴²	148	好		好	1154	1035	x ɔ ⁴²	c772 v067 t027	mand1415
29693	Suzhou	good	hæ⁴¹	148	好		好	1154	1035	h æ ⁴¹	c401 v198 t029	wuch1236
29694	Suzhou	good	lin²⁴	151	靈	[2]	靈	1157	1035	l i n ²⁴	c548 v191 c105 t008	wuch1236
29695	Suzhou	good	tsɛ⁵¹³	152	𡣶	[3]	A	1158	1035	ts ɛ ⁵¹³	c015 v229 t039	wuch1236
29696	Wenzhou	good	hɜ⁴⁵	148	好		好	1154	1035	h ɜ ⁴⁵	c401 v149 t033	wuch1236
29697	Changsha	good	xau⁴¹	148	好		好	1154	1035	x a u ⁴¹	c772 v130 v027 t029	xian1251
29698	Nanchang	good	hau²¹³	148	好		好	1154	1035	h a u ²¹³	c401 v130 v027 t006	gan1239
29699	Meixian	good	hau³¹	148	好		好	1154	1035	h a u ³¹	c401 v130 v027 t014	hak1236
29700	Meixian	good	tsan³¹	153	𡣶	[2]	B	1159	1035	ts a n ³¹	c015 v130 c105 t014	hak1236
29701	Guangzhou	good	hou³⁵	148	好		好	1154	1035	h o u ³⁵	c401 v042 v027 t017	yuec1235
29702	Yangjiang	good	hou²¹	148	好		好	1154	1035	h o u ²¹	c401 v042 v027 t004	yuec1235
29703	Xiamen	good	ho⁵¹	148	好		好	1154	1035	h o ⁵¹	c401 v042 t038	minn1241
29704	Chaozhou	good	ho⁵³	148	好		好	1154	1035	h o ⁵³	c401 v042 t037	min1241
29705	Fuzhou	good	xɔ³¹	148	好		好	1154	1035	x ɔ ³¹	c772 v067 t014	mind1253
27691	Suzhou	hard	ŋaŋ³¹	700	硬		硬	465	1884	ŋ a ŋ ³¹	c795 v130 c795 t014	wuch1236
29522	Beijing	hard	iŋ⁵¹	700	硬		硬	465	1884	i ŋ ⁵¹	v191 c795 t038	mand1415
29523	Jinan	hard	iŋ²¹	700	硬		硬	465	1884	i ŋ ²¹	v191 c795 t004	mand1415
29524	Shenyang	hard	iŋ⁴¹	700	硬		硬	465	1884	i ŋ ⁴¹	v191 c795 t029	mand1415
29525	Xian	hard	ȵiŋ⁴⁵	700	硬		硬	465	1884	nʲ i ŋ ⁴⁵	c099 v191 c795 t033	mand1415
29526	Chengdu	hard	ŋən¹³	700	硬		硬	465	1884	ŋ ə n ¹³	c795 v155 c105 t020	mand1415
29527	Kunming	hard	ə̃¹³	700	硬		硬	465	1884	ə̃ ∼ ¹³	v153 m002 t020	mand1415
29528	Hefei	hard	ʐən⁵³	700	硬		硬	465	1884	ʐ ə n ⁵³	c700 v155 c105 t037	mand1415
29529	Yangzhou	hard	iŋ⁵⁵	700	硬		硬	465	1884	i ŋ ⁵⁵	v191 c795 t041	mand1415
29531	Wenzhou	hard	ŋɛ¹¹	700	硬		硬	465	1884	ŋ ɛ ¹¹	c795 v229 t021	wuch1236
29532	Changsha	hard	ŋən²¹	700	硬		硬	465	1884	ŋ ə n ²¹	c795 v155 c105 t004	xian1251
29533	Nanchang	hard	ŋaŋ³¹	700	硬		硬	465	1884	ŋ a ŋ ³¹	c795 v130 c795 t014	gan1239
29534	Meixian	hard	ŋaŋ⁴²	700	硬		硬	465	1884	ŋ a ŋ ⁴²	c795 v130 c795 t027	hak1236
29535	Guangzhou	hard	ŋaŋ²²	700	硬		硬	465	1884	ŋ a ŋ ²²	c795 v130 c795 t002	yuec1235
29536	Yangjiang	hard	ŋaŋ⁴⁵⁴	700	硬		硬	465	1884	ŋ a ŋ ⁴⁵⁴	c795 v130 c795 t034	yuec1235
29537	Xiamen	hard	ŋĩ³³	700	硬		硬	465	1884	ŋ ĩ ∼ ³³	c795 v193 m002 t013	minn1241
29538	Chaozhou	hard	ŋe³⁵	700	硬		硬	465	1884	ŋ e ³⁵	c795 v200 t017	min1241
29539	Fuzhou	hard	ŋaiŋ²⁴²	700	硬		硬	465	1884	ŋ a i ŋ ²⁴²	c795 v130 v191 c795 t009	mind1253
29018	Chaozhou	he or she [third person singular]	i³³	9	伊		伊	1007	262	i ³³	v191 t013	min1241
29908	Beijing	he or she [third person singular]	tʰa⁵⁵	219	他		他	1232	262	tʰ a ⁵⁵	c136 v130 t041	mand1415
29909	Jinan	he or she [third person singular]	tʰa⁵⁵	219	他		他	1232	262	tʰ a ⁵⁵	c136 v130 t041	mand1415
29910	Shenyang	he or she [third person singular]	tʰa³³	219	他		他	1232	262	tʰ a ³³	c136 v130 t013	mand1415
29911	Xian	he or she [third person singular]	tʰɑ²¹	220	低		低	1233	262	tʰ ɑ ²¹	c136 v089 t004	mand1415
29912	Chengdu	he or she [third person singular]	tʰa⁴⁴	219	他		他	1232	262	tʰ a ⁴⁴	c136 v130 t030	mand1415
29913	Kunming	he or she [third person singular]	tʰa⁴⁴	219	他		他	1232	262	tʰ a ⁴⁴	c136 v130 t030	mand1415
29914	Hefei	he or she [third person singular]	tʰa²¹²	219	他		他	1232	262	tʰ a ²¹²	c136 v130 t005	mand1415
29915	Yangzhou	he or she [third person singular]	tʰɑ³¹	219	他		他	1232	262	tʰ ɑ ³¹	c136 v089 t014	mand1415
29916	Suzhou	he or she [third person singular]	li⁴⁴	221	俚		俚	1234	262	l i ⁴⁴	c548 v191 t030	wuch1236
29917	Wenzhou	he or she [third person singular]	gi³¹	222	其		其	1235	262	g i ³¹	c824 v191 t014	wuch1236
29918	Changsha	he or she [third person singular]	tʰa³³	219	他		他	1232	262	tʰ a ³³	c136 v130 t013	xian1251
29919	Nanchang	he or she [third person singular]	tɕʰiɛ²⁴	223	但		但	1236	262	tɕʰ i ɛ ²⁴	c197 v191 v229 t008	gan1239
29920	Meixian	he or she [third person singular]	ki¹²	224	佢		佢	1237	262	k i ¹²	c831 v191 t019	hak1236
29921	Guangzhou	he or she [third person singular]	kʰøy²³	224	佢		佢	1237	262	kʰ ø y ²³	c813 v171 v166 t003	yuec1235
29922	Yangjiang	he or she [third person singular]	kei⁴⁴³	222	其		其	1235	262	k e i ⁴⁴³	c831 v200 v191 t031	yuec1235
29923	Xiamen	he or she [third person singular]	i⁵⁵	9	伊		伊	1007	262	i ⁵⁵	v191 t041	minn1241
29924	Fuzhou	he or she [third person singular]	i⁴⁴	9	伊		伊	1007	262	i ⁴⁴	v191 t030	mind1253
29461	Beijing	heavy	tʂuŋ⁵¹	94	重		重	1094	1210	tʂ u ŋ ⁵¹	c175 v027 c795 t038	mand1415
29462	Beijing	heavy	tʂʰən³⁵	95	沈	[2]	沈	1095	1210	ʈʂʰ ə n ³⁵	c691 v155 c105 t017	mand1415
29463	Jinan	heavy	tʂuŋ²¹	94	重		重	1094	1210	tʂ u ŋ ²¹	c175 v027 c795 t004	mand1415
29464	Shenyang	heavy	tsuŋ⁴¹	94	重		重	1094	1210	ts u ŋ ⁴¹	c015 v027 c795 t029	mand1415
29465	Xian	heavy	pfəŋ⁴⁵	94	重		重	1094	1210	pf ə ŋ ⁴⁵	c420 v155 c795 t033	mand1415
29466	Chengdu	heavy	tsoŋ¹³	94	重		重	1094	1210	ts o ŋ ¹³	c015 v042 c795 t020	mand1415
29467	Kunming	heavy	tʂoŋ¹³	94	重		重	1094	1210	tʂ o ŋ ¹³	c175 v042 c795 t020	mand1415
29468	Hefei	heavy	tʂəŋ⁵³	94	重		重	1094	1210	tʂ ə ŋ ⁵³	c175 v155 c795 t037	mand1415
29469	Yangzhou	heavy	tsoŋ⁵⁵	94	重		重	1094	1210	ts o ŋ ⁵⁵	c015 v042 c795 t041	mand1415
29470	Suzhou	heavy	zoŋ³¹	94	重		重	1094	1210	z o ŋ ³¹	c078 v042 c795 t014	wuch1236
29471	Wenzhou	heavy	dʑyɔ²⁴	94	重		重	1094	1210	dʑ y ɔ ²⁴	c195 v166 v067 t008	wuch1236
29472	Changsha	heavy	tsən²¹	94	重		重	1094	1210	ts ə n ²¹	c015 v155 c105 t004	xian1251
29473	Nanchang	heavy	tsʰuŋ³¹	94	重		重	1094	1210	tsʰ u ŋ ³¹	c013 v027 c795 t014	gan1239
29474	Meixian	heavy	tsʰuŋ⁴⁴	94	重		重	1094	1210	tsʰ u ŋ ⁴⁴	c013 v027 c795 t030	hak1236
29475	Guangzhou	heavy	tʃʰʊŋ²³	94	重		重	1094	1210	tʃʰ ʊ ŋ ²³	c655 v056 c795 t003	yuec1235
29476	Yangjiang	heavy	tʃʰʊŋ²¹	94	重		重	1094	1210	tʃʰ ʊ ŋ ²¹	c655 v056 c795 t004	yuec1235
29477	Xiamen	heavy	taŋ³³	94	重		重	1094	1210	t a ŋ ³³	c118 v130 c795 t013	minn1241
29478	Chaozhou	heavy	taŋ³⁵	94	重		重	1094	1210	t a ŋ ³⁵	c118 v130 c795 t017	min1241
29479	Fuzhou	heavy	tøyŋ²⁴²	94	重		重	1094	1210	t ø y ŋ ²⁴²	c118 v171 v166 c795 t009	mind1253
30030	Beijing	here	tʂər⁵¹	275	這兒		這	1302	136	tʂ ə r ⁵¹	c175 v155 c151 t038	mand1415
30031	Jinan	here	tʂə²¹li⁰	276	這裏		這裏	1302 1303	136	tʂ ə ²¹ l i ⁰	c175 v155 t004 c548 v191 t023	mand1415
30032	Shenyang	here	tsə⁴¹	275	這		這	1302	136	ts ə ⁴¹	c015 v155 t029	mand1415
30033	Xian	here	tʂə⁵³tɑr⁰	277	這搭 兒	[*]	這搭	1302 1304	136	tʂ ə ⁵³ t ɑ r ⁰	c175 v155 t037 c118 v089 c151 t023	mand1415
30034	Chengdu	here	tsər⁴⁴	275	這兒		這	1302	136	ts ə r ⁴⁴	c015 v155 c151 t030	mand1415
30035	Kunming	here	tʂʅ¹³tiɛr⁵³	278	這點兒		這點	1302 1305	136	tʂ ʅ ¹³ t i ɛ r ⁵³	c175 v110 t020 c118 v191 v229 c151 t037	mand1415
30036	Hefei	here	tʂʅ⁵³kɐʔ⁴tsə⁰	279	這格 子	[*]	這格子	1302 1306 1307	136	tʂ ʅ ⁵³ k ɐ ʔ ⁴ ts ə ⁰	c175 v110 t037 c831 v119 c405 t026 c015 v155 t023	mand1415
30037	Yangzhou	here	tsəʔ⁴kʰuɛ⁰	280	這塊		這塊	1302 1308	136	ts ə ʔ ⁴ kʰ u ɛ ⁰	c015 v155 c405 t026 c813 v027 v229 t023	mand1415
30038	Suzhou	here	kɛ⁴⁴taʔ⁴₂₁	281	該 搭	[*]	該搭	1309 1304	136	k ɛ ⁴⁴ t a ʔ ⁴	c831 v229 t030 c118 v130 c405 t026	wuch1236
30039	Suzhou	here	ɛ⁴⁴taʔ⁴₂₁	284	哀 搭	[2][*]	哀搭	1310 1304	136	ɛ ⁴⁴ t a ʔ ⁴	v229 t030 c118 v130 c405 t026	wuch1236
30040	Suzhou	here	gɤʔ²³taʔ⁴	285	!  搭	[3][*]	H搭	1311 1304	136	g ɤ ʔ ²³ t a ʔ ⁴	c824 v084 c405 t003 c118 v130 c405 t026	wuch1236
30041	Wenzhou	here	ki²³lei²⁴	286	!  裏		F裏	1312 1303	136	k i ²³ l e i ²⁴	c831 v191 t003 c548 v200 v191 t008	wuch1236
30042	Changsha	here	ko²⁴li⁰	286	!  裏		F裏	1312 1303	136	k o ²⁴ l i ⁰	c831 v042 t008 c548 v191 t023	xian1251
30043	Nanchang	here	kɔ²¹³li⁰	286	!  裏		F裏	1312 1303	136	k ɔ ²¹³ l i ⁰	c831 v067 t006 c548 v191 t023	gan1239
30044	Meixian	here	li³¹ɛ⁰	287	! 俚□		俚E	1313 1314	136	l i ³¹ ɛ ⁰	c548 v191 t014 v229 t023	hak1236
30045	Meixian	here	kɛ³¹lɛ³¹	282	!	[2]	該G	1309 1315	136	k ɛ ³¹ l ɛ ³¹	c831 v229 t014 c548 v229 t014	hak1236
30046	Guangzhou	here	ni⁵³tou²²	289	呢度	[*]	呢度	1316 1317	136	n i ⁵³ t o u ²²	c105 v191 t037 c118 v042 v027 t002	yuec1235
30047	Guangzhou	here	ni⁵³ʃy³³	290	呢處	[2]	呢處	1316 1318	136	n i ⁵³ ʃ y ³³	c105 v191 t037 c677 v166 t013	yuec1235
30048	Yangjiang	here	kɔi²¹	291	改	[*]	改	1319	136	k ɔ i ²¹	c831 v067 v191 t004	yuec1235
30049	Xiamen	here	tsia²⁴	288	! □		E	1314	136	ts i a ²⁴	c015 v191 v130 t008	minn1241
30050	Xiamen	here	tsit³²₅ui³³	292	! □位	[2]	B位	1320 1321	136	ts i t ³² u i ³³	c015 v191 c118 t011 v027 v191 t013	minn1241
30051	Chaozhou	here	tsi⁵³₂₄ko²¹³	293	只 塊	[*]	只塊	1322 1308	136	ts i ⁵³ k o ²¹³	c015 v191 t037 c831 v042 t006	min1241
30052	Fuzhou	here	tsie⁵²nœ³¹	294	! 只 □	[*]	只A	1322 1323	136	ts i e ⁵² n œ ³¹	c015 v191 v200 t036 c105 v178 t014	mind1253
30053	Fuzhou	here	tsu⁴⁴uai³¹	295	! □□	[2]	CD	1324 1325	136	ts u ⁴⁴ u a i ³¹	c015 v027 t030 v027 v130 v191 t014	mind1253
29179	Beijing	high / tall	kau⁵⁵	57	高		高	1056	711	k a u ⁵⁵	c831 v130 v027 t041	mand1415
29180	Jinan	high / tall	kɔ²¹³	57	高		高	1056	711	k ɔ ²¹³	c831 v067 t006	mand1415
29181	Shenyang	high / tall	kau³³	57	高		高	1056	711	k a u ³³	c831 v130 v027 t013	mand1415
29182	Xian	high / tall	kɑu²¹	57	高		高	1056	711	k ɑ u ²¹	c831 v089 v027 t004	mand1415
29183	Chengdu	high / tall	kau⁴⁴	57	高		高	1056	711	k a u ⁴⁴	c831 v130 v027 t030	mand1415
29184	Kunming	high / tall	kau⁴⁴	57	高		高	1056	711	k a u ⁴⁴	c831 v130 v027 t030	mand1415
29185	Hefei	high / tall	kɔ²¹²	57	高		高	1056	711	k ɔ ²¹²	c831 v067 t005	mand1415
29186	Yangzhou	high / tall	kɔ³¹	57	高		高	1056	711	k ɔ ³¹	c831 v067 t014	mand1415
29187	Suzhou	high / tall	kæ⁴⁴	57	高		高	1056	711	k æ ⁴⁴	c831 v198 t030	wuch1236
29188	Wenzhou	high / tall	kɜ⁴⁴	57	高		高	1056	711	k ɜ ⁴⁴	c831 v149 t030	wuch1236
29189	Changsha	high / tall	kau³³	57	高		高	1056	711	k a u ³³	c831 v130 v027 t013	xian1251
29190	Nanchang	high / tall	kau⁴²	57	高		高	1056	711	k a u ⁴²	c831 v130 v027 t027	gan1239
29191	Meixian	high / tall	kau⁴⁴	57	高		高	1056	711	k a u ⁴⁴	c831 v130 v027 t030	hak1236
29192	Guangzhou	high / tall	kou⁵³	57	高		高	1056	711	k o u ⁵³	c831 v042 v027 t037	yuec1235
29193	Yangjiang	high / tall	kou³³	57	高		高	1056	711	k o u ³³	c831 v042 v027 t013	yuec1235
29194	Xiamen	high / tall	kũãĩ²⁴	58	懸		懸	1057	711	k ũ ã ĩ ∼ ²⁴	c831 v025 v147 v193 m002 t008	minn1241
29195	Chaozhou	high / tall	kũĩ⁵⁵	58	懸		懸	1057	711	k ũ ĩ ∼ ⁵⁵	c831 v025 v193 m002 t041	min1241
29196	Fuzhou	high / tall	keiŋ⁵²	58	懸		懸	1057	711	k e i ŋ ⁵²	c831 v200 v191 c795 t036	mind1253
29366	Beijing	horizontal	xəŋ³⁵	83	橫		橫	1084	2376	x ə ŋ ³⁵	c772 v155 c795 t017	mand1415
29367	Jinan	horizontal	xəŋ⁴²	83	橫		橫	1084	2376	x ə ŋ ⁴²	c772 v155 c795 t027	mand1415
29368	Shenyang	horizontal	xəŋ³⁵	83	橫		橫	1084	2376	x ə ŋ ³⁵	c772 v155 c795 t017	mand1415
29369	Xian	horizontal	ɕye²⁴	84	穴	[*]	穴	1085	2376	ɕ y e ²⁴	c202 v166 v200 t008	mand1415
29370	Chengdu	horizontal	xuən³¹	83	橫		橫	1084	2376	x u ə n ³¹	c772 v027 v155 c105 t014	mand1415
29371	Kunming	horizontal	xuə̃³¹	83	橫		橫	1084	2376	x u ə̃ ∼ ³¹	c772 v027 v153 m002 t014	mand1415
29372	Hefei	horizontal	xʊ̃⁵⁵	83	橫		橫	1084	2376	x ʊ̃ ∼ ⁵⁵	c772 v057 m002 t041	mand1415
29373	Yangzhou	horizontal	xoŋ³⁴	83	橫		橫	1084	2376	x o ŋ ³⁴	c772 v042 c795 t016	mand1415
29374	Suzhou	horizontal	ɦuaŋ²⁴	83	橫		橫	1084	2376	ɦ u a ŋ ²⁴	c397 v027 v130 c795 t008	wuch1236
29375	Wenzhou	horizontal	viɛ³¹	83	橫		橫	1084	2376	v i ɛ ³¹	c446 v191 v229 t014	wuch1236
29376	Changsha	horizontal	fən¹³	83	橫		橫	1084	2376	f ə n ¹³	c447 v155 c105 t020	xian1251
